BV号：BV1AdH9zcEcU
标题：BV1AdH9zcEcU
链接：https://www.bilibili.com/video/BV1AdH9zcEcU
识别语言：zh
语言置信度：1
分段数：1243
生成时间：2026-08-29 23:49:51

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ。
[00:41:55 - 00:41:59] 聚焦空间和功耗受限场景下的渲染优化
[00:41:59 - 00:42:02] 我们先看AMD的RDNA4架构
[00:42:02 - 00:42:05] 这款架构专为下一代游戏和创作设计
[00:42:05 - 00:42:08] 核心升级式AI算力加光线追踪优化
[00:42:08 - 00:42:11] 能够支持严苛的游戏应用
[00:42:11 - 00:42:14] 先进的视频编码和流媒体能力的生产力场景
[00:42:14 - 00:42:17] RDN4的RSOS架构设计很灵活
[00:42:17 - 00:42:18] 高度可扩展
[00:42:18 - 00:42:21] 能根据市场需求调整配置
[00:42:21 - 00:42:24] 打造从入门到旗舰的多种产品 SKU
[00:42:24 - 00:42:26] 而且不用重新设计整个架构
[00:42:26 - 00:42:28] 降低开发成本
[00:42:28 - 00:42:32] 而NNA4 针对高端游戏工作负载做了大量优化
[00:42:32 - 00:42:34] 一是炸隔化和计算效率
[00:42:34 - 00:42:37] 通过优化着色器引擎的执行逻辑
[00:42:37 - 00:42:40] 提升多边形渲染和通用计算的速度
[00:42:40 - 00:42:42] 二是光线追踪性能
[00:42:42 - 00:42:43] 也是本次升级的重点
[00:42:44 - 00:42:47] RDNA4 的光线求交性能比上一代翻了一倍
[00:42:47 - 00:42:50] 还新增了专用的硬件实力转换器
[00:42:50 - 00:42:54] 把实力转换这个任务从着色器程序中转移了出来
[00:42:54 - 00:42:57] 让着色器专注于渲染进一步提升光追速度
[00:42:57 - 00:43:02] 边界体积层次结构 BVH结构也从四列加宽到了芭蕾
[00:43:02 - 00:43:04] 能够更高效的组织场景数据
[00:43:04 - 00:43:07] 减少光线求交的计算量
[00:43:07 - 00:43:11] 新采用的节点压缩技术还能减少BVH的尺寸
[00:43:11 - 00:43:12] 降低内存占用
[00:43:12 - 00:43:16] 光线追踪的另一项优化是定向边界矿
[00:43:16 - 00:43:18] 传统的边界矿是轴对齐的
[00:43:18 - 00:43:20] 对不规则物体的包裹性差
[00:43:20 - 00:43:23] 会导致很多无效的囚交测试
[00:43:23 - 00:43:26] 而定向边界框能够根据物体形状调整方向
[00:43:27 - 00:43:31] 更精确的包裹物体大幅提高光线香蕉测试的效率
[00:43:31 - 00:43:32] 另外
[00:43:32 - 00:43:34] 乱叙内存访问也做了优化
[00:43:34 - 00:43:37] 某些高优先级的请求能优先处理
[00:43:37 - 00:43:39] 不用等其他延迟高的工作
[00:43:39 - 00:43:43] 这对光追这种频繁访问内存的场景很重要
[00:43:43 - 00:43:45] 着色器引擎方面
[00:43:45 - 00:43:49] 而AGM-A4通过动态继存器分配,增加了传播播数。
[00:43:49 - 00:43:52] 传播播是着色器中的病情执行单元。
[00:43:52 - 00:43:58] 数量越多,病情处理能力越强,能够同时处理更多的像素或顶点数据。
[00:43:58 - 00:44:05] 针对机器学习和AI的工作负载,2H内4还增加了FP8精度支持和吸收化功能。
[00:44:05 - 00:44:11] FP8能在保证画质的前提下提升算力密度,吸收化则能跳过无效数据的计算。
[00:44:12 - 00:44:13] 减少功耗和延迟。
[00:44:13 - 00:44:16] AI在图形中的应用也很具体
[00:44:16 - 00:44:20] 比如用神经辐射缓存来存储场景的辐射信息
[00:44:20 - 00:44:22] 用神经超采样和去造技术
[00:44:22 - 00:44:26] 填补因使用过少光线造成的画面空白
[00:44:26 - 00:44:30] 技能提升渲染速度又能保证画质
[00:44:30 - 00:44:33] 存储方面,RDNA4的SOC架构中
[00:44:33 - 00:44:38] 数据在着色器引擎,各种缓存和内存控制器之间的流动很高效
[00:44:38 - 00:44:42] Infinity Fabric的带宽高达1K并美时钟频率
[00:44:42 - 00:44:45] 能够快速传输大量的渲染数据
[00:44:45 - 00:44:47] RIGINIS的结构是模块化的
[00:44:47 - 00:44:50] 比如Navi48GPU能切成两半
[00:44:50 - 00:44:52] 制造出更小的GPU
[00:44:52 - 00:44:55] 这不仅减少了开发GPU辨体的工作量
[00:44:55 - 00:44:57] 同时能够提升芯片的可靠性
[00:44:57 - 00:44:59] 哪怕某个模块出问题
[00:44:59 - 00:45:01] 其他模块还能工作
[00:45:01 - 00:45:05] 另外,RDNA4还有新的内存压缩和解压缩功能
[00:45:05 - 00:45:07] 对软件完全透明
[00:45:07 - 00:45:08] 全部由硬件处理
[00:45:08 - 00:45:10] 根据AMD的数据
[00:45:10 - 00:45:12] 某些炸革工作负载的性能
[00:45:12 - 00:45:13] 能提升大约15%
[00:45:13 - 00:45:16] Fabric带宽占用率降低大约25%
[00:45:16 - 00:45:18] 而且,不用软件修改
[00:45:18 - 00:45:19] 兼容性很好
[00:45:19 - 00:45:22] 我们再来看英伟达的Blackwell架构图形产品
[00:45:22 - 00:45:24] 他们的重点是神经渲染
[00:45:24 - 00:45:29] 称RTX Blackwell为神经渲染的新时代奠定基础
[00:45:29 - 00:45:32] 神经渲染的核心是融合传统图形与AI
[00:45:32 - 00:45:34] 也就是用AI来生成画面
[00:45:34 - 00:45:37] 而不是完全靠传统的光炸化或光追
[00:45:37 - 00:45:41] 这样既能提供更好的视觉保真度和成绩式体验
[00:45:41 - 00:45:42] 又能节省电力
[00:45:42 - 00:45:45] 还能支持游戏中的 AI Agent
[00:45:45 - 00:45:46] 比如动态 NPC
[00:45:46 - 00:45:48] 为了提升 AI 性能
[00:45:48 - 00:45:50] 英伟达在 Blackwell 架构中
[00:45:50 - 00:45:52] 大量使用了 Fp4 计算
[00:45:52 - 00:45:54] Fp4 精度虽然比 Fp8 更低
[00:45:54 - 00:45:56] 但是算力密度更高
[00:45:56 - 00:45:59] 对 AI 渲染这种对精度要求不高的场景来说
[00:45:59 - 00:46:00] 完全够用
[00:46:00 - 00:46:03] 而且能大幅降低内存占用和功耗
[00:46:03 - 00:46:04] 另外
[00:46:04 - 00:46:07] 英伟达还大量使用了着色器执行重排序技术
[00:46:07 - 00:46:09] 根据着色器的执行状态
[00:46:09 - 00:46:11] 动态调整任务顺序
[00:46:11 - 00:46:14] 保持GPU核心计算单元SM的满载
[00:46:14 - 00:46:15] 这样才能发挥最大性能
[00:46:15 - 00:46:17] 避免资源浪费
[00:46:17 - 00:46:18] 内存方面
[00:46:18 - 00:46:21] Blackwell增加了对GDDR7的支持
[00:46:21 - 00:46:24] GDDR7用的是PAM3调制技术
[00:46:25 - 00:46:27] 和GDDR6X的PAM4相比
[00:46:27 - 00:46:30] PAM3每时中周期的位数更少
[00:46:30 - 00:46:32] 但是性噪比SNR更高
[00:46:33 - 00:46:34] 能支持更高的时钟速度
[00:46:35 - 00:46:36] 整体带宽反而更高
[00:46:36 - 00:46:38] 还能支持更低的电压
[00:46:38 - 00:46:39] 减少功耗
[00:46:39 - 00:46:41] 因为达还特别关注
[00:46:41 - 00:46:42] 手token执行时间
[00:46:42 - 00:46:45] 因为在混合图形机器学习工作负载中
[00:46:45 - 00:46:47] 手token时间越短
[00:46:47 - 00:46:49] AI响应越及时
[00:46:49 - 00:46:50] 交互体验越好
[00:46:50 - 00:46:51] 所以Blackwell
[00:46:51 - 00:46:53] 通过优化AI计算的调度逻辑
[00:46:53 - 00:46:55] 大幅缩短了手token时间
[00:46:55 - 00:46:58] 另外Blackwell图形GPU
[00:46:58 - 00:47:00] 还集成了一整套AI管理处理器
[00:47:00 - 00:47:03] 专门协调图形和机器学习的交错工作
[00:47:03 - 00:47:05] 比如在游戏渲染的渐系
[00:47:05 - 00:47:07] 调度AI任务执行
[00:47:07 - 00:47:08] 确保数据传输
[00:47:08 - 00:47:09] 和SM的高效运行
[00:47:09 - 00:47:11] 不会出现图形任务等 AI
[00:47:12 - 00:47:14] 或者 AI任务等图形的情况
[00:47:14 - 00:47:16] 真生成技术也是一大亮点
[00:47:16 - 00:47:18] 用 AI 生成中间针
[00:47:18 - 00:47:20] 能够在保证真率的前提下
[00:47:20 - 00:47:21] 降低 GPU 功耗
[00:47:21 - 00:47:23] 根据英伟达的数据
[00:47:23 - 00:47:25] 真生成能将 GPU 功耗减半
[00:47:25 - 00:47:28] 这对移动设备和笔记本电脑来说
[00:47:28 - 00:47:28] 非常实用
[00:47:29 - 00:47:31] Blackwell 还支持通用多实力 GPU
[00:47:31 - 00:47:32] MIG
[00:47:32 - 00:47:34] 也就是把一张 GPU
[00:47:34 - 00:47:36] 分成多个独立的虚拟 GPU
[00:47:36 - 00:47:38] 同时运行多个工作负载
[00:47:38 - 00:47:40] 比如RTX Pro 6000
[00:47:40 - 00:47:43] 单格1080P客户端的工作负载太小
[00:47:43 - 00:47:45] 无法完全利用GPU的算力
[00:47:45 - 00:47:48] 把它拆成多个小的虚拟GPU后
[00:47:48 - 00:47:50] 能通过并行执行多个工作负载
[00:47:50 - 00:47:52] 保持GPU满载
[00:47:52 - 00:47:55] 4个MIG实力比传统的时间切片
[00:47:55 - 00:47:57] Time Slicing
[00:47:57 - 00:47:59] 性能提升60%
[00:47:59 - 00:48:00] 资源利用率更高
[00:48:00 - 00:48:04] 最后我们看Meta的Orient AI眼镜专用芯片
[00:48:04 - 00:48:09] Orient眼镜原型的特点是普通眼镜外观加AR成竞式功能
[00:48:09 - 00:48:13] 正在突破AI眼镜在空间和功耗方面的极限
[00:48:13 - 00:48:15] 由于眼镜的体积小
[00:48:15 - 00:48:17] 功耗预算极其有限
[00:48:17 - 00:48:18] 通常只有几瓦
[00:48:18 - 00:48:21] 但是又需要实时处理眼洞追踪
[00:48:21 - 00:48:24] 手势识别 世界锁定渲染等任务
[00:48:24 - 00:48:26] 传统芯片根本满足不了
[00:48:26 - 00:48:28] 所以Mata专门设计了一套芯片方案
[00:48:28 - 00:48:32] Mata的核心挑战是世界锁定渲染WRL
[00:48:32 - 00:48:35] 这是ARMR应用中的关键技术,
[00:48:35 - 00:48:39] 指地是把虚拟物体固定在现实世界的特定位置上,
[00:48:39 - 00:48:42] 让它与物理环境保持相对静止。
[00:48:42 - 00:48:47] 这样在用户移动的时候,虚拟物体不会飘,体验更加沉浸。
[00:48:47 - 00:48:52] WRL对延迟和功耗的要求极高,延迟超过20米秒,
[00:48:52 - 00:48:53] 用户就会有旋云感。
[00:48:53 - 00:48:56] 功耗太高,眼睛续航就会很短,
[00:48:56 - 00:49:00] 所以META必须用专用芯片来加速WRL。
[00:49:00 - 00:49:02] 为了平衡性能和功耗
[00:49:02 - 00:49:04] Meta 用了多种前沿技术
[00:49:04 - 00:49:05] 一是先进工艺节点
[00:49:06 - 00:49:09] Orient Go 4 之初就订了5nm工艺
[00:49:09 - 00:49:11] 能在小面积内集成大量晶体管
[00:49:11 - 00:49:12] 同时控制功耗
[00:49:13 - 00:49:15] 二是减少DRM的使用
[00:49:15 - 00:49:17] DRM 功耗高 体积大
[00:49:17 - 00:49:20] Meta 尽量用片上SRAM存储数据
[00:49:20 - 00:49:21] 减少DRM的访问
[00:49:21 - 00:49:23] 三是Viming Fax 优化
[00:49:24 - 00:49:25] 在保证性能的前提下
[00:49:25 - 00:49:27] 尽可能降低最小工作电压
[00:49:27 - 00:49:29] 减少静态功耗
[00:49:29 - 00:49:32] 40G的电源管理与数据压缩
[00:49:32 - 00:49:35] 根据任务附在动态调整芯片电压和频率
[00:49:35 - 00:49:37] 同时压缩数据传输量
[00:49:37 - 00:49:38] 减少功耗
[00:49:38 - 00:49:40] 50创意封装和减限数
[00:49:40 - 00:49:43] 用更紧凑的封装技术
[00:49:43 - 00:49:45] 比如SAP来减少体积
[00:49:45 - 00:49:47] 同时优化影角设计
[00:49:47 - 00:49:48] 减少限数
[00:49:48 - 00:49:50] 降低信号干扰和功耗
[00:49:50 - 00:49:53] Orayon的计算任务拆分也很巧妙
[00:49:53 - 00:49:55] 它把重附在任务
[00:49:55 - 00:49:56] 比如复杂AI推理
[00:49:56 - 00:49:58] 放到外部的PARK设备中
[00:49:58 - 00:50:03] 眼镜本地只处理低延迟任务,比如WRL眼洞追踪等等。
[00:50:03 - 00:50:08] 这样既能降低眼镜的功耗和体积,又能保证实实性。
[00:50:08 - 00:50:15] PARK设备中有三个主要处理芯片,分别是显示处理器、眼镜处理器和计算鞋处理器。
[00:50:15 - 00:50:21] 分工明确,眼镜处理器负责处理所有的眼洞,手部追踪以及摄像头输入,
[00:50:21 - 00:50:26] 采用系统及封装SIP、5nm工艺,集成了24亿颗晶体管。
[00:50:26 - 00:50:30] 这个经体管数量在眼睛芯片里算很多的了
[00:50:30 - 00:50:34] 为了安全,Meta还在芯片中植入了安全信任根
[00:50:34 - 00:50:37] 确保所有进出芯片的数据都经过加密
[00:50:37 - 00:50:39] 防止隐私泄露
[00:50:39 - 00:50:42] 来自Pook的图像是HEVC编码的
[00:50:42 - 00:50:44] 眼镜处理器需要先解码
[00:50:44 - 00:50:47] 再重新编码为显示处理器的专有格式
[00:50:47 - 00:50:49] 这个过程要在几毫秒内完成
[00:50:49 - 00:50:51] 对解码性能要求很高
[00:50:51 - 00:50:53] 显示处理器有两个
[00:50:53 - 00:50:55] 每只眼睛对应一个
[00:50:55 - 00:50:57] 负责重新投影,或者叫时间扭曲。
[00:50:58 - 00:51:01] 这是由于摄像头采集图像和屏幕显示有延迟。
[00:51:02 - 00:51:06] 显示处理器需要根据用户的实施位置来调整图像的视角。
[00:51:06 - 00:51:09] 确保虚拟物体和现实世界对齐。
[00:51:09 - 00:51:11] 显示处理器没有外部存储器。
[00:51:12 - 00:51:14] 所有数据都存在片上SRM中,
[00:51:14 - 00:51:19] 所以SRAM容量很大,能避免DRAM带来的延迟和功耗。
[00:51:19 - 00:51:22] 计算鞋处理器是ORAEM中性能最强,
[00:51:22 - 00:51:23] 功耗最高的芯片。
[00:51:23 - 00:51:27] 同样采用5nm工艺,配备LPDDR4X内存。
[00:51:27 - 00:51:30] 集成了57亿颗精体管,
[00:51:30 - 00:51:33] 负责计算机室绝处理,机器学习执行,
[00:51:33 - 00:51:36] 音频渲染,HEVC编码等重复在任务。
[00:51:36 - 00:51:40] 比如首饰识别的AI模型推理,就由它来完成。
[00:51:40 - 00:51:44] 它也有相对较大的片上SRAM缓存,减少内存访问延迟,
[00:51:44 - 00:51:48] 确保任务实施执行。
[00:51:48 - 00:51:51] 随着AI和云计算的发展,
[00:51:51 - 00:51:53] 网络安全的挑战也是越来越大。
[00:51:53 - 00:51:56] 微软在大会上亮出了一组触目惊心的数据
[00:51:56 - 00:52:00] 2024年网络犯罪的GDP高于9万亿美元
[00:52:00 - 00:52:03] 预计2025年将超过10万亿美元
[00:52:03 - 00:52:05] 排名介于中国和德国之间
[00:52:05 - 00:52:08] 已经成为全球第三大GDP实体
[00:52:08 - 00:52:10] 面对这么严峻的安全形式
[00:52:10 - 00:52:12] 软件防护已经不够
[00:52:12 - 00:52:13] 必须从硬件层面
[00:52:13 - 00:52:15] 构建安全屏障
[00:52:15 - 00:52:16] 本件Hotchips上
[00:52:16 - 00:52:19] 微软分享了Azure的硬件安全方案
[00:52:19 - 00:52:21] 核心是把安全集成到美台服务器
[00:52:21 - 00:52:23] 而不是依赖中心化的HSM
[00:52:24 - 00:52:25] 那么什么是HSM呢?
[00:52:26 - 00:52:28] 它的全称是硬件安全模组
[00:52:28 - 00:52:31] 这是一种专门用来保护加密密钥的硬件设备
[00:52:31 - 00:52:34] 能够提供高强度的加密运算和密钥管理
[00:52:35 - 00:52:36] 防止密钥被窃取
[00:52:37 - 00:52:39] 传统的HSM部署是中心化模型
[00:52:40 - 00:52:41] 比如一个数据中心里
[00:52:41 - 00:52:43] 放几台HSM服务器
[00:52:43 - 00:52:45] 所有需要加密的任务
[00:52:45 - 00:52:46] 都要和这些服务器通信
[00:52:46 - 00:52:48] 这种方式的问题很明显
[00:52:48 - 00:52:49] 一是延迟高
[00:52:50 - 00:52:51] 所有请求都要排队
[00:52:51 - 00:52:53] 二是单点故障
[00:52:53 - 00:52:55] HSM服务器坏了
[00:52:55 - 00:52:57] 整个数据中心的加密任务都得停
[00:52:57 - 00:52:59] 三是扩展性差
[00:52:59 - 00:53:01] 随着服务器数量增加
[00:53:01 - 00:53:02] HSM会成为平价
[00:53:02 - 00:53:05] 微软的结法是Esser Integrated
[00:53:05 - 00:53:06] HSM
[00:53:06 - 00:53:09] 这是一款专用的安全Iseq芯片
[00:53:09 - 00:53:11] 直接集成到每台服务器中
[00:53:11 - 00:53:13] 不用再依赖中心化HSM
[00:53:13 - 00:53:15] 这种设计的好处
[00:53:15 - 00:53:16] 一是延迟低
[00:53:16 - 00:53:19] 加密任务在本地服务器就能完成
[00:53:19 - 00:53:21] 不用和中心化服务器
[00:53:21 - 00:53:22] 进行TLS握手
[00:53:23 - 00:53:24] 二是扩展性好
[00:53:24 - 00:53:25] 服务器越多
[00:53:25 - 00:53:26] 安全算力也越多
[00:53:26 - 00:53:27] 不会出现瓶颈
[00:53:28 - 00:53:29] 三是可靠性高
[00:53:29 - 00:53:31] 单台服务器的HSM坏了
[00:53:32 - 00:53:33] 不影响其他服务器
[00:53:34 - 00:53:35] 避免单点故障
[00:53:35 - 00:53:37] 这款ASIC的设计也很有针对性
[00:53:38 - 00:53:40] 它集成了HSM优化硬件
[00:53:40 - 00:53:43] 包括AES和PKE操作的硬件加速引擎
[00:53:44 - 00:53:46] 这些都是最常用的加密算法
[00:53:47 - 00:53:49] 硬件加速能大幅提升效率
[00:53:49 - 00:53:51] 还有用来控制逻辑的实时核心
[00:53:51 - 00:53:53] 确保加密任务的实时处理
[00:53:53 - 00:53:56] 接口和安全标准也做了加固
[00:53:56 - 00:53:59] 能够检测入侵和篡改行为
[00:53:59 - 00:54:01] 比如有人试图物理拆解芯片
[00:54:01 - 00:54:03] 或者用测试道攻击窃取密钥
[00:54:03 - 00:54:07] ASIC能立即触发防护机制
[00:54:07 - 00:54:09] 销毁密钥或停止工作
[00:54:09 - 00:54:11] 微软还进入了机密计算领域
[00:54:11 - 00:54:14] 机密计算的目标是保护正在使用的数据
[00:54:14 - 00:54:16] 尤其是在多租户云环境中
[00:54:16 - 00:54:22] 用户的数据在云服务器上运行时,即使是云服务商也看不到原始数据。
[00:54:22 - 00:54:27] Asher integrated HSM能够为机密计算提供硬件跟信任。
[00:54:27 - 00:54:31] 确保数据在内存中运行时,也是加密的。
[00:54:31 - 00:54:36] 只有授权的应用程序才能解密,防止数据被窃取或篡改。
[00:54:36 - 00:54:41] 为了证明设计的合理性,微软还详细分析了ASIC的门数分布。
[00:54:41 - 00:54:46] 在ASIC的芯片面积中,硬件密码磨块占了62%。
[00:54:46 - 00:54:49] 这足以说明加密功能是这款芯片的核心重心
[00:54:50 - 00:54:53] 而微软之所以决定将这款定制ASIC开源
[00:54:53 - 00:54:55] 背后有四个关键的考量
[00:54:55 - 00:54:57] 第一是安全透明度
[00:54:57 - 00:55:00] 开源能让全球的安全专家参与审计
[00:55:00 - 00:55:01] 找出钱在漏洞
[00:55:01 - 00:55:03] 相比必原设计
[00:55:03 - 00:55:06] 重包式的安全验证更能抵于高级攻击
[00:55:06 - 00:55:08] 第二是遗志性
[00:55:08 - 00:55:11] 开源方案能确保微软全球数据中心的设施安全
[00:55:11 - 00:55:13] 与操作安全标准统一
[00:55:13 - 00:55:16] 避免不同避源组建间的兼容性问题
[00:55:17 - 00:55:18] 第三是密码学标准化
[00:55:19 - 00:55:22] 加密算法本身就是高度标准化的技术
[00:55:22 - 00:55:24] 开源能更好的天和行业标准
[00:55:24 - 00:55:26] 减少自定义避源算法的风险
[00:55:27 - 00:55:29] 第四是层层防御
[00:55:29 - 00:55:30] 开源并不是裸奔
[00:55:30 - 00:55:32] 而是在硬件及防护的基础上
[00:55:32 - 00:55:33] 在叠加软件
[00:55:33 - 00:55:35] 协议层面的安全措施
[00:55:35 - 00:55:37] 形成多维度的安全屏障
[00:55:37 - 00:55:39] 让攻击者突破一层还有一层
[00:55:42 - 00:55:43] 聊完安全
[00:55:43 - 00:55:46] 我们再看芯片领域的另一个隐形杀手
[00:55:46 - 00:55:47] 散热
[00:55:47 - 00:55:49] 随着 AI 芯片的算力越来越强
[00:55:49 - 00:55:51] 功耗也跟着飙升
[00:55:51 - 00:55:54] 比如之前提到的 AMD MI355X 夜冷版本
[00:55:55 - 00:55:57] 总版功耗达到 1400W
[00:55:57 - 00:56:00] 谷歌 Ironwood TPU 的 SuperPod
[00:56:00 - 00:56:02] 更是要支撑百万级芯片的散热
[00:56:02 - 00:56:04] 传统的风冷
[00:56:04 - 00:56:06] 甚至普通夜冷已经快扛不住了
[00:56:06 - 00:56:08] 本件 HOT CHIPS 上
[00:56:08 - 00:56:10] 散热领域的创新点也很明确
[00:56:10 - 00:56:12] 那就是要用更精细的结构设计
[00:56:12 - 00:56:16] 加生成是AI优化,让散热效率追上算力的增长。
[00:56:16 - 00:56:19] 其中, Fabric Barlabs 方案最具代表性。
[00:56:20 - 00:56:24] Fabric Barlabs 的核心技术是电话学增才制造 ECAM。
[00:56:26 - 00:56:33] 听起来好像很复杂,但其实原理可以简单理解为,用电荷来替代光,以向速级精度来沉积同。
[00:56:34 - 00:56:41] 传统的3D打印是用激光或者喷嘴进行堆料,而 ECAM 是利用电话学原理,
[00:56:41 - 00:56:45] 让同离子在电厂作用下精准腹着在基底上。
[00:56:45 - 00:56:48] 从而制造出传统工艺做不到的复杂3D结构。
[00:56:48 - 00:56:51] 儿童又是绝佳的导热材料。
[00:56:51 - 00:56:54] 这就为散热设计打开了新的空间。
[00:56:54 - 00:56:57] 他们展示的散热方案有三个关键方向。
[00:56:57 - 00:56:59] 第一个是3D结构优化。
[00:56:59 - 00:57:03] 通过ECAM制造出多孔,漏空的同时散热结构。
[00:57:03 - 00:57:07] 比如类似蜂窝或树枝的形态。
[00:57:07 - 00:57:11] 这种结构的表面机比传统贬品式的散热片大几十倍
[00:57:11 - 00:57:14] 能够大幅提升热交换效率
[00:57:14 - 00:57:17] 第二个是生成是AI驱动设计
[00:57:17 - 00:57:20] 用AI来模拟不同芯片的发热分布
[00:57:20 - 00:57:23] 比如GPU的SM单元、CPU的核心区域
[00:57:23 - 00:57:25] 这些都是发热的热点
[00:57:25 - 00:57:28] 然后自动生成最适配的散热结构
[00:57:28 - 00:57:30] 比如在发热最严重的区域
[00:57:30 - 00:57:32] 设计更密集的同志通道
[00:57:32 - 00:57:35] 在低热区域减少材料用量
[00:57:35 - 00:57:37] 既保证散热效果,又避免浪费
[00:57:38 - 00:57:40] 第三个,是直接归机成机
[00:57:40 - 00:57:42] 这是一种更加激进的思路
[00:57:42 - 00:57:44] 把铜直接成机在归片上
[00:57:45 - 00:57:47] 让散热结构与芯片邻距离接触
[00:57:48 - 00:57:50] 热量不用经过封装层传导
[00:57:50 - 00:57:52] 直接通过铜结构导出
[00:57:52 - 00:57:54] 这种方式能够把热组降到最低
[00:57:55 - 00:57:57] 尤其是和高功率密度的AI芯片
[00:57:57 - 00:57:59] Fabric Balabs
[00:57:59 - 00:58:01] 还展示了一款两项液冷进入式蒸发板
[00:58:01 - 00:58:05] 这款产品的核心是优化流体蒸发过程
[00:58:05 - 00:58:09] 传统液冷是靠液体流动来带走热量
[00:58:09 - 00:58:12] 而两项液冷是让液体在散热板内蒸发
[00:58:12 - 00:58:16] 利用蒸发吸热的物理原理高效降温
[00:58:16 - 00:58:19] 比单项液冷的散热效率高三到五倍
[00:58:19 - 00:58:24] 他们通过ECAM在蒸发板内部制造出复杂的微通道结构
[00:58:24 - 00:58:27] 增加液体与散热面的接触面积
[00:58:27 - 00:58:29] 同时引导蒸气快速排出
[00:58:29 - 00:58:31] 避免蒸汽堵塞,影响散热
[00:58:31 - 00:58:34] 这种设计能让散热板在相同体积下
[00:58:34 - 00:58:38] 比传统产品多带走40%的热量
[00:58:38 - 00:58:42] 更长远的设想是,封装及冷板和直接规及散热
[00:58:42 - 00:58:47] 也就是说,未来的芯片封装不再是先做芯片再套散热壳
[00:58:47 - 00:58:51] 而是把散热结构纳入封装设计的第一步
[00:58:51 - 00:58:54] 比如在Chiplight之间预留同志散热通道
[00:58:54 - 00:58:58] 在HBM内存旁边集成微型蒸发管
[00:58:58 - 00:59:02] 甚至用ECAM在芯片裸片上直接製造散熱奇片
[00:59:03 - 00:59:07] Fabric Bar Lab才提到,他們正在與EDA軟件廠商合作
[00:59:08 - 00:59:11] 把ECAM散熱設計工具集成到芯片的設計流程中
[00:59:12 - 00:59:14] 讓芯片設計師在畫電路的時候
[00:59:14 - 00:59:19] 就能同步優化散熱結構,實現算力與散熱的協同設計
[00:59:19 - 00:59:21] 而不是事後補救
[00:59:21 - 00:59:26] 好了,以上就是本屆Hot Chips大會七大技術領域的完整解析了
[00:59:26 - 00:59:30] 从AI计算的存储突破到散热的精细设计
[00:59:30 - 00:59:34] 每一个技术细节都在推动芯片行业向更高算力
[00:59:34 - 00:59:37] 更低能耗,更安全可靠,迈近
[00:59:37 - 00:59:40] 在大会的尾声,主办方还预告了
[00:59:40 - 00:59:42] 2025全球AI芯片峰会
[00:59:42 - 00:59:45] 这场峰会将聚焦AI芯片的落地挑战
[00:59:45 - 00:59:48] 比如如何降低AI芯片的部署成本
[00:59:48 - 00:59:50] 如何构建统一的软件生态
[00:59:50 - 00:59:52] 如何平衡算力与能耗等
[00:59:52 - 00:59:56] 预计会有更多企业展示量产级的AI芯片产品
[00:59:56 - 00:59:58] 而不只是实验室圆形
[00:59:58 - 01:00:01] 对于关注AI芯片行业的朋友来说
[01:00:01 - 01:00:03] 这场峰会值得重点关注
[01:00:03 - 01:00:05] 后续我也会第一时间为大家带来报道
[01:00:05 - 01:00:07] 感谢大家收看本期视频
[01:00:07 - 01:00:08] 我们下期再见
